Value,Value_HeatPump,Value_OtherAppliances
0.36333805,0.3978602,0.27581105
0.67367667,0.77260727,0.5016762
0.3286799,0.50197804,0.32281134
0.45634562,0.6797261,0.40333846
0.46538588,0.7823237,0.3190597
0.3780276,0.9324487,0.33006772
0.3263309,0.3189291,0.318019
0.18997285,0.27371132,0.3010179
0.43339825,0.60944444,0.48160663
0.14023882,0.40355343,0.20800757
0.2354857,0.44241324,0.27585518
0.2594703,0.50996655,0.27866882
0.39287835,0.5925539,0.294664
0.25264505,0.2876019,0.2477162
0.24135631,0.27046767,0.11467065
0.26950094,0.44084245,0.07405112
0.28274915,0.50171274,0.084962994
0.45979816,0.70108455,0.164466
0.19139224,0.6086582,0.011337033
0.1505377,0.6529474,0.14622463
0.028012527,-0.088810496,0.0047335792
-0.05480273,-0.077363,0.07183503
-0.018249098,-0.039374016,0.19260937
0.029754372,-0.026668219,0.1857302
-0.018211134,-0.13556059,0.27724424
-0.025451794,-0.036297247,0.35174748
0.09635985,-0.0036968607,0.42358696
0.33270472,0.40441424,0.2328652
0.20657748,0.27480283,0.21570276
0.28958607,0.3640586,0.28447312
0.14268497,0.26260492,0.17323892
0.20398897,0.47572863,0.28751448
0.15672976,0.49030632,0.2652635
0.11267758,0.5310184,0.14088602
0.6858722,0.6307378,0.43348423
0.30812612,0.27654845,0.099455155
0.1984585,0.22457421,0.055647865
0.27038142,0.50170046,0.05274772
0.25474536,0.38779253,0.18512921
0.24634206,0.42305046,0.1875707
0.109365456,0.42543533,0.10452971
0.36798912,0.2780955,0.31430772
-0.021286007,-0.0643615,0.09894386
0.05614707,0.16223484,0.16425414
0.2598709,0.4728946,0.22093382
0.07674841,0.30381215,0.14813577
0.06999496,0.30547526,0.27790228
0.18888947,0.2849293,0.2909339
0.18888944,0.11943337,0.12778866
0.19068465,0.10615616,0.03814572
0.14384556,0.08199339,0.090852104
-0.009511709,0.09479589,0.12830652
0.017035358,0.15700597,0.18529579
0.06971123,0.35078874,0.1816674
0.16593829,0.47089905,0.1194987
0.58898664,0.4707795,0.45111585
0.59161055,0.5452875,0.5584086
0.43968332,0.6108352,0.43449554
0.14194405,0.49204037,0.20560825
0.38515675,0.62342113,0.25751865
0.42064866,0.57126665,0.23516634
0.4486972,0.62939006,0.19074842
0.5372727,0.525177,0.338483
0.85104716,0.7810507,0.8087213
0.66798604,0.7605501,0.7107466
0.4138782,0.62113214,0.4224628
0.6532953,0.85290414,0.6213229
0.56957185,0.9490223,0.5738406
0.6597661,1.0606313,0.66830057
0.4848299,0.42626652,0.449395
0.6993757,0.5618,0.5801725
0.61724985,0.5947286,0.60880965
0.6335367,0.77134794,0.64005214
0.7598429,1.0071174,0.8135259
0.5013258,0.7805176,0.6814065
0.527105,0.8714458,0.60659444
0.2235837,0.16535607,0.20077857
0.22148713,0.34788388,0.2525641
0.06259797,0.2848884,0.09107389
0.07640391,0.2572748,0.07394135
0.09301285,0.33840832,0.11313724
0.06972417,0.22789514,0.21267492
0.19440675,0.14882553,0.41120073
0.09610614,0.08475748,0.08555906
0.021929871,0.062971376,-0.023246879
-0.06882527,0.025393909,0.13907027
0.048810303,-0.0044154655,0.23526718
0.014690448,0.058335766,0.32481545
-0.010615725,0.10169166,0.2965603
-0.041095294,0.10893816,0.16684037
0.32641476,0.29460025,0.29089022
0.3822497,0.3473331,0.30528468
0.318539,0.30719626,0.18164654
0.21291071,0.18301041,0.118881345
0.21047094,0.22268751,0.28345585
0.20280698,0.28775266,0.34822538
0.22603762,0.25479835,0.36909297
0.8946184,0.7542649,0.81245947
0.68162704,0.69657105,0.65639573
1.1266694,1.0319182,1.167862
1.1809318,0.9434835,1.2491204
1.0122489,0.98049295,1.2291
0.9221295,0.978505,0.9069702
1.0243955,1.0589907,0.8097647
0.09252837,1.5141442e-05,0.095113225
-0.011249777,-0.11272677,0.0060175676
-0.025645297,-0.15156433,0.055117268
-0.12845507,-0.23024878,0.119457684
-0.1302715,-0.19728227,0.21261063
-0.087360494,-0.2186369,0.36922404
-0.110711776,-0.21802853,0.41172078
0.22850314,0.13975288,0.3165214
0.14533524,0.062438063,0.29046655
-0.009283356,-0.06657603,0.3122836
0.09524976,0.10433974,0.4084287
0.15136209,0.11500825,0.34708217
0.14912066,0.14984277,0.26013315
-0.06066648,0.016128747,0.09394536
0.6818728,0.5250878,0.60879916
0.39294732,0.3484325,0.39967003
0.31221765,0.35839427,0.34473714
0.185251,0.2576346,0.24230027
0.23772708,0.1872834,0.2280764
0.29025078,0.26039153,0.2790645
0.20444664,0.2365075,0.14910948
0.31847107,0.33329347,0.22748914
-0.1903308,-0.038688652,0.011784097
-0.21309352,0.017115122,0.12436346
-0.05580493,0.113296084,0.19524524
0.05240356,-0.006937204,0.1416729
-0.016827129,-0.038908042,0.32366982
0.022689497,0.000816619,0.47622952
0.12395055,0.17631872,0.050571658
0.3801303,0.3543167,0.26104805
0.11458478,0.18451966,0.14230506
0.1433408,0.17781481,0.22957358
-0.006945856,-0.030010352,0.16571909
-0.0043630376,0.05655872,0.2599955
0.10729932,0.16027151,0.23558168
0.0804957,0.041948207,0.09601762
0.010365769,-0.025063353,0.15416326
0.0147681665,0.13691963,0.10511208
-0.00055895373,0.22934937,0.18284515
0.0034740418,0.2603788,0.13057828
0.023671739,0.25312927,0.17717059
0.111198574,0.26355875,0.22864953
0.5876011,0.4910666,0.4367462
0.58189476,0.49006754,0.48085234
0.6503042,0.71087056,0.5985814
0.5956299,0.79701525,0.7108223
0.56196654,0.89639246,0.6980813
0.5984577,0.8835859,0.7068543
0.7873784,1.060852,0.6724367
0.0012362935,-0.04775528,0.053479426
0.057358958,0.1225436,0.24424851
0.013436496,0.17218134,0.22097448
-0.04754775,0.026628472,0.20521632
0.118468426,0.29085243,0.22033957
0.012448452,0.38254517,0.14160693
-0.08481865,0.37955537,0.1463949
0.61307824,0.45958123,0.40447327
0.054720104,0.073257476,0.14366505
0.103221536,0.20011623,0.3631412
0.40709648,0.5066672,0.52422047
0.16254711,0.331778,0.42226633
0.14746897,0.3562604,0.32958373
0.2632354,0.42435452,0.300397
0.28889555,0.2707239,0.27737835
0.22431251,0.2657058,0.17626204
0.20834965,0.38819274,0.31001595
0.27498975,0.61878335,0.37841287
0.13627385,0.58745587,0.25257742
0.20164987,0.69355637,0.3836999
0.35810348,0.6946095,0.49710658
0.37060136,0.26655257,0.36789
0.1730761,0.13908371,0.20939402
0.11794971,0.14966701,0.2500308
0.20526198,0.20932819,0.31787387
-0.017080754,0.078498796,0.23792614
-0.10214221,0.16045076,0.20692828
0.0035529584,0.20332345,0.3017979
0.46162498,0.28210247,0.34548286
0.5881923,0.4544477,0.4660551
0.60793185,0.53443205,0.5827231
0.52905685,0.57550013,0.62984675
0.6614591,0.8614467,0.71307516
0.58660084,0.8566398,0.5641276
0.5079243,0.8974432,0.48335308
0.32200912,0.24618798,0.27385902
0.71496636,0.700444,0.6099834
0.3687929,0.6848372,0.34537077
0.21526507,0.6568595,0.25748992
0.35479838,0.7236897,0.29747358
0.40694645,0.81724066,0.38310978
0.4011988,0.7116509,0.5527349
0.34956416,0.20621221,0.3497467
0.7631762,0.73932767,0.7150228
0.5633238,0.6942283,0.50339353
0.52365255,0.79268533,0.5437007
0.45550388,0.8694223,0.5377323
0.42593157,0.9073514,0.5224472
0.42179528,0.97999907,0.5342214
1.0159546,0.96845746,0.7925442
0.8349621,0.89145386,0.7747936
0.60919636,0.6648492,0.66187876
0.5359385,0.6192159,0.48926303
0.48714244,0.6803296,0.38156137
0.48320425,0.70117277,0.41624615
0.45561978,0.684378,0.40245542
0.388601,0.29641777,0.34119847
0.20640504,0.18177338,0.19248664
0.3578375,0.43577182,0.35181767
0.1763525,0.35758007,0.31445578
0.17760792,0.35178936,0.25221434
0.27238107,0.48090354,0.3841862
0.24162072,0.4984581,0.48938978
0.4637903,0.34142965,0.41409525
0.5519465,0.5014524,0.46506843
0.48816705,0.51717806,0.42903122
0.265717,0.38515887,0.40061864
0.3932212,0.60608566,0.5055641
0.48157772,0.6952205,0.5219943
0.45721513,0.7454642,0.45275602
0.5212739,0.3901733,0.49040702
0.40255815,0.2743887,0.36182126
0.4252458,0.349208,0.3764346
0.21969339,0.49707946,0.31360373
0.20655406,0.6530974,0.251611
0.30612126,0.67587304,0.22993837
0.3456374,0.68726563,0.21435279
0.91061544,0.78008723,0.8335252
0.77338123,0.6764438,0.8133165
0.6187376,0.58377355,0.6191037
0.5803607,0.6688029,0.57674366
0.5330842,0.7081414,0.62944275
0.46012896,0.6738928,0.56025654
0.5382596,0.73213804,0.5132884
0.83632684,0.65566885,0.6713398
0.96542454,0.93035495,0.9786349
1.1821142,1.1259735,1.2513078
0.90999377,0.8932797,1.0897495
0.8652842,0.90876204,0.9629514
1.0723474,1.1767123,1.0289173
0.8444091,1.0722561,0.7638877
0.6232996,0.5161164,0.5117341
0.8860069,0.83873534,0.80316395
0.45668763,0.480443,0.61842924
0.29305696,0.35024107,0.4559031
0.50378126,0.5735605,0.57542604
0.47684425,0.6979892,0.43439803
0.38242596,0.5589045,0.474063
0.5520203,0.5004068,0.4139727
0.22539362,0.4025933,0.25007036
0.4103139,0.48810107,0.2751677
0.44882503,0.46573818,0.35708505
0.23267555,0.41044974,0.2077677
0.2864808,0.57567704,0.306701
0.2796559,0.49894017,0.33283043
-0.030283637,-0.09118616,-0.025694223
0.009575408,0.046946794,0.046066314
-0.07310823,0.10395285,0.048169702
-0.06227517,0.199218,0.12920025
-0.094412334,0.2401465,0.1955544
0.015095077,0.50912774,0.14715841
0.07285597,0.6209254,0.0795325
0.57873577,0.5172352,0.42120913
0.16765308,0.2652268,0.2286208
0.30112308,0.38852948,0.32340878
0.29062378,0.3763367,0.26945683
0.22343522,0.51821566,0.2645897
0.22981417,0.586742,0.26936135
0.2457788,0.60493934,0.39007556
0.01805225,-0.0047929753,0.060730778
-0.013782561,-0.084267125,0.022731705
0.038445268,-0.03050269,0.15959021
0.02359891,-0.016332725,0.09496483
-0.03439662,0.032156475,0.10708654
-0.13378173,0.016935905,0.08947714
0.015414733,0.13714923,0.3220966
0.033953138,-0.056099586,0.016714951
0.17319176,0.093314536,0.11291299
-0.02147837,0.062007613,0.036020882
0.095446005,0.26426244,0.044739254
0.13773902,0.21275814,-0.039744236
0.2022937,0.31846032,0.046452552
0.109869994,0.4125293,0.18248042
0.47139594,0.4012046,0.4096459
0.33134088,0.36689198,0.2230613
0.35005847,0.41368553,0.23424031
0.4345141,0.5886108,0.37417027
0.32188535,0.57221204,0.2632988
0.18899143,0.62139547,0.12560844
0.34917924,0.6421776,0.28287038
0.85289264,0.7035516,0.7197419
0.64282787,0.6455381,0.623416
0.68941915,0.73999137,0.70736545
0.9445826,0.95375144,0.9211875
0.70297897,0.86791164,1.0021513
0.67991745,0.8912312,0.9051983
0.37144387,0.6493459,0.53367364
0.3998956,0.3853656,0.37687024
0.5516067,0.5573046,0.5279713
0.2616278,0.41586587,0.4101883
0.18744105,0.40138227,0.3195934
0.38466758,0.71963876,0.37962976
0.41768885,0.78773993,0.30241522
0.35949537,0.74150336,0.31724882
0.14385259,0.104049645,0.10393999
-0.005642645,-0.15188257,0.038258396
-0.03345456,-0.20759544,0.09975689
-0.12815884,-0.26226553,0.09614735
-0.008964188,-0.17380129,0.10441803
-0.024380483,-0.21129303,0.07867559
-0.19670081,-0.10007606,0.07779178
0.03369999,-0.03929624,0.0033926982
0.06647118,-0.0010361243,0.14635487
0.011672316,0.0333246,0.2827022
-0.1813398,-0.15623465,0.22102535
-0.10075008,-0.11099737,0.35261002
-0.060132936,-0.073665954,0.4044499
-0.23981836,-0.18146116,0.29903176
0.37335473,0.28267127,0.30747297
0.29599965,0.22030616,0.163389
0.3781512,0.49983108,0.25332665
0.5164076,0.631366,0.3854726
0.2927943,0.5638812,0.20044819
0.41088456,0.7499565,0.3983676
0.35187948,0.829159,0.37533256
-0.18502858,-0.15865798,-0.152506
-0.02372412,0.0069882106,0.024948461
-0.05395671,-0.08876037,0.082218714
-0.13593882,-0.2191286,0.20973787
-0.1334073,-0.24351826,0.28747988
-0.12360447,-0.29075283,0.43253052
-0.049990952,-0.047100753,0.38060856
0.4166369,0.40426522,0.43004182
0.10702779,0.13658214,0.22475725
0.08227439,0.0996129,0.26179454
0.20810848,0.32879087,0.37616614
0.24483433,0.43641073,0.4219378
0.17731297,0.38109922,0.29010397
0.20513865,0.5094491,0.2707123
0.36909994,0.29845542,0.3131583
-0.018924132,-0.0050627347,0.02205189
0.13273984,0.061194874,0.25005248
0.1986858,0.17806189,0.29656908
0.22346354,0.27083558,0.25008085
0.12430835,0.35255468,0.2621124
0.17496032,0.3481656,0.20984933
0.18833995,0.07540561,0.20152193
0.27070206,0.15778409,0.2696286
0.091074795,0.062446706,0.21699406
0.16142473,0.04793883,0.29117686
0.06828821,-0.06482027,0.34007758
0.13627604,0.15437236,0.42780966
0.09867721,0.18287599,0.38583246
0.7279819,0.59781003,0.5049943
0.64160246,0.4801445,0.4246702
0.81818295,0.85621345,0.6919538
0.7762021,0.91587234,0.7366772
0.7548188,1.0707777,0.65367603
0.44957426,0.9606754,0.5076057
0.67854977,1.1019051,0.62354416
0.37688494,0.35038388,0.30816674
0.17777345,0.29701883,0.24746494
-0.16087124,-0.037511736,0.09540856
-0.18296924,-0.18169737,0.1662368
-0.095960744,-0.07482205,0.2796006
-0.10036888,-0.15849322,0.20120753
-0.18329385,-0.12038382,0.108330265
0.60195017,0.4346325,0.43181425
0.39132574,0.32129657,0.3979587
0.38237864,0.33691204,0.26905373
0.36691588,0.4348059,0.25086558
0.18760681,0.44414845,0.21006519
0.2642468,0.5634836,0.31502283
0.41275808,0.71675855,0.307471
0.20411485,0.20768517,0.17806879
0.022250827,0.0664905,0.117983416
-0.07542778,-0.052431114,0.1288405
-0.14213562,-0.09441454,0.20762669
-0.051254347,0.049331844,0.21267413
-0.06730401,0.36461264,0.11032075
-0.29503667,0.29675728,-0.03909287
0.8625523,0.7419629,0.63489187
0.9086246,0.76257217,0.7636375
0.4440357,0.47766942,0.39663553
0.6272937,0.8062695,0.5161346
0.57452977,0.87580144,0.49665895
0.556645,0.9902581,0.42270663
0.59052455,1.075804,0.3908982
0.09714972,0.047168277,0.078051925
0.1158188,0.12764844,0.11690978
0.1584678,0.26447672,0.23284854
0.15116754,0.26163888,0.18880895
0.22413912,0.32363763,0.26746014
0.2534619,0.43385708,0.22342274
0.212531,0.4314354,0.2676248
0.034199774,-0.014969492,0.070735194
-0.09017008,-0.009459445,0.066652186
-0.21590424,-0.052182347,0.18745458
-0.059395425,-0.06725161,0.45955065
-0.08285566,-0.083236,0.5567853
0.0075717196,-0.16063182,0.6919586
-0.019174997,-0.14877245,0.6469239
0.21483219,0.22231056,0.13484174
0.13153172,0.2579452,0.14612715
0.6353755,0.7049062,0.5176733
0.13851306,0.36311784,0.24510431
0.23488659,0.5865669,0.2447098
0.45191705,0.84602624,0.39231128
0.30963534,0.8299306,0.3350882
0.5161707,0.42135328,0.25575152
0.45577115,0.5245819,0.23066893
0.10108163,0.23104069,0.105007425
0.26519638,0.50602686,0.25159237
0.014516979,0.31712314,0.15166967
0.16223499,0.4370986,0.29854485
0.24139291,0.37990725,0.33515295
0.008612176,-0.03529931,-0.004678786
0.20150381,0.084047325,0.119571455
0.1940377,0.16608837,0.09706158
0.14020035,0.10118172,0.11417966
0.047078684,0.044976473,0.19961034
0.23346204,0.24024752,0.32511535
0.13848034,0.30104917,0.24311559
0.21558926,0.07687502,0.051607803
0.5135907,0.29675972,0.22116765
0.60267603,0.47240916,0.36858243
0.55989933,0.6819543,0.54614395
0.4024812,0.6288198,0.5213508
0.5170519,0.85457873,0.65699106
0.6523583,0.95117766,0.7773375
0.7761551,0.7105089,0.7774555
1.0272745,0.95563066,1.2337152
1.2548243,1.0676205,1.4895006
1.025843,0.8831222,1.3127939
0.9299208,0.8658779,1.1173455
0.902169,0.9204134,0.9275639
0.7192843,0.8223804,0.5703127
0.33086973,0.3732251,0.30979264
0.23426491,0.2579733,0.20487362
0.6458092,0.6372723,0.54658884
0.44385794,0.5588971,0.55690444
0.38776428,0.66329277,0.49575078
0.4732423,0.7734784,0.5870643
0.49176523,0.8187637,0.51162434
0.87320447,0.7785608,0.68640006
0.57895595,0.6102751,0.64639306
0.9297441,0.9507547,1.0255308
0.90491414,1.0194039,1.1282635
0.72430074,0.9036567,1.0199037
0.6589998,0.8985872,0.9670866
0.7420363,0.9542751,0.9776309
0.29933614,0.21094488,0.18153617
0.061534263,0.006479334,0.14807004
0.08338814,0.13510865,0.27420795
-0.04670196,0.05559823,0.3015233
0.07077044,0.12984566,0.3596711
-0.16534844,0.035336956,0.29381108
-0.05998891,0.059716463,0.293699
0.14854795,0.036312297,0.02533287
0.27597108,0.18119814,0.0510979
0.17722681,0.18987659,0.06606072
0.25415155,0.26917648,0.1308125
0.08356062,0.26860717,0.23346524
0.14444444,0.4088082,0.24148549
0.08304069,0.40665185,0.23205376
0.49704373,0.5040994,0.36974397
0.58802307,0.59749115,0.45099455
0.25184307,0.36039162,0.2232545
0.40366918,0.593093,0.2937105
0.13387948,0.50257975,0.28877297
0.24303737,0.5231544,0.42007124
0.19565529,0.37238365,0.38119796
0.49835145,0.45722893,0.37080222
0.12247431,0.24635807,0.12530205
0.12252303,0.20404714,0.21760882
0.12552987,0.24912934,0.25841582
-0.015530989,0.11513056,0.22070599
0.05895763,0.06995424,0.17792189
0.09000029,0.034308754,0.22851896
0.7658149,0.68121094,0.70594966
0.6753737,0.7287926,0.84729797
0.7485019,0.8089551,0.8566453
0.41215566,0.5438182,0.5087786
0.68121547,0.81507576,0.55201733
0.4733178,0.7350258,0.3760646
0.50872815,0.7549938,0.41397116
0.51506305,0.36325836,0.41069567
0.41038382,0.33079427,0.34330255
1.0285956,0.7652184,0.8520211
0.7289075,0.69341093,0.6999374
0.5508112,0.53392875,0.5970418
0.68214685,0.7061167,0.7468477
0.5438214,0.6855365,0.60365623
0.27651712,0.27767444,0.25160465
0.27200156,0.41281745,0.25226024
0.41369146,0.6229268,0.32094738
0.19989318,0.49889985,0.24865411
0.16747469,0.6158192,0.22789301
0.37987167,0.7364559,0.349895
0.33380288,0.6866729,0.29396492
0.3098569,0.23961623,0.25430012
0.14855218,0.29871663,0.1745469
0.07599856,0.28697294,0.08720514
0.0034631714,0.15904282,0.14514622
0.07793726,0.121351965,0.25069907
0.08744526,0.062648654,0.24273606
0.057334006,-0.12036648,0.37729657
0.24735746,0.09830533,0.21832563
0.26326036,0.14641838,0.24079655
0.19066483,0.18235686,0.18253578
0.22514343,0.26161662,0.14355467
0.16312712,0.22272444,0.2405621
0.17783624,0.43657598,0.18709788
0.11157852,0.37718156,0.24338117
0.06884237,0.0433103,0.072845586
-0.1136711,-0.056511432,0.002772374
-0.16006067,-0.124236934,0.064718194
0.034896024,0.04339046,0.31430385
-0.027186833,-0.035794668,0.43921396
0.0023073182,0.016791238,0.4473739
-0.10693475,0.020601274,0.34801477
0.7667018,0.72060543,0.7159604
0.27176678,0.40410137,0.34467354
0.13996771,0.45140594,0.32616833
0.21669045,0.6027111,0.30410764
0.25006086,0.61533165,0.20540866
0.3829794,0.7962791,0.33336002
0.292868,0.8362626,0.2582115
0.7004105,0.55776274,0.5827432
1.0731599,0.9959972,1.2551554
0.67260337,0.6597744,0.99069506
0.6218931,0.73266053,0.7462941
0.62846106,0.8919306,0.5216262
0.6324286,1.0141624,0.50741917
0.55123115,1.0454729,0.41121808
0.32974,0.28499192,0.23175563
0.6724291,0.70597875,0.5725584
0.5984487,0.7448102,0.64805996
0.2271497,0.5989224,0.47538695
0.39133573,0.58925223,0.64956224
0.4818393,0.60014534,0.5434913
1.0145751,1.0569725,0.8974822
0.3509444,0.34572455,0.2279496
0.29668915,0.39208144,0.16441743
0.08252874,0.26968104,0.054470383
0.0031754673,0.34202814,0.12869914
0.11108788,0.44643945,0.20889488
0.09040655,0.36754903,0.30476448
0.09970291,0.2717056,0.37279564
0.5089006,0.30539623,0.42159495
0.5058852,0.4585262,0.5759602
0.3810099,0.40461403,0.41024315
0.32610843,0.4920509,0.4505426
0.2584393,0.4362083,0.33963776
0.30465618,0.61089516,0.2631057
0.32916266,0.5143964,0.21164477
0.40603706,0.27906835,0.3750386
0.2608566,0.22536235,0.2864888
0.3104982,0.3100921,0.3384126
0.48705178,0.5516463,0.54245335
0.18285313,0.3894947,0.44439515
0.5809853,0.7308014,0.690008
0.63277614,0.7107358,0.6837668
0.29750845,0.2652947,0.32537445
0.23201394,0.30649439,0.26293272
0.19969508,0.50292224,0.3277274
0.19190705,0.4844795,0.28913167
0.18574223,0.40871757,0.25894892
0.22051409,0.38123578,0.2201074
0.16718882,0.3559418,0.11953843
0.28471875,0.21651992,0.21686155
0.26733217,0.28574038,0.34415016
0.16029584,0.31864637,0.24084464
0.32305256,0.5015826,0.3163031
0.0597756,0.3172879,0.18883681
0.17167875,0.47211638,0.26741323
0.33424774,0.60841644,0.35786483
0.9609072,0.79413533,0.88483757
0.40429997,0.35210523,0.48680076
0.33714703,0.3289065,0.4414886
0.358096,0.39112556,0.39909092
0.15835267,0.27633637,0.29661748
0.034516267,0.15089728,0.3067466
0.15046848,0.28008807,0.29585174
0.35005653,0.2997311,0.16606855
0.853361,0.85602903,0.60083276
0.4152773,0.5148549,0.39947325
0.23768517,0.3916333,0.2609069
0.24643958,0.50813615,0.25586444
0.2325336,0.45038247,0.27238
0.43323553,0.6067916,0.37336886
0.37886655,0.21361952,0.26177818
0.108329564,0.18655708,0.20759055
-0.009722877,0.16321488,0.15492728
-0.12065042,0.021263095,0.22615029
0.15675303,0.16116723,0.39809942
-0.053936057,0.017738765,0.311653
0.011237856,0.14961666,0.35757816
0.26782814,0.23164576,0.16492423
0.26416948,0.2404688,0.34242216
0.0050006695,0.048083343,0.20128079
0.17640215,0.2964961,0.34261492
0.14380997,0.4352687,0.31110245
0.006637305,0.44990483,0.22051553
0.08547474,0.6002124,0.228006
0.5348808,0.43759543,0.44772676
0.42110127,0.39604533,0.30793592
0.36574587,0.39048797,0.3237128
0.31008428,0.30970696,0.24954753
0.27881166,0.29945186,0.1584585
0.43608302,0.43319452,0.10969955
0.38068202,0.48043078,0.09220975
0.28420994,0.14952604,0.15710494
0.0914561,0.13132422,0.117879465
0.06257942,0.027043639,0.13734688
-0.031109028,-0.05715742,0.21251857
0.08806923,0.27715504,0.24906692
-0.034466222,0.19349112,0.15777433
-0.054891624,0.23615122,0.044286527
0.06988822,-0.005888419,-0.0053161215
0.04753114,0.07580624,0.031209545
0.08879757,0.10142279,0.029693058
0.03157741,0.044821627,-0.015260039
0.05709914,0.11162544,0.1668701
0.011943625,0.13454545,0.22953466
0.087946504,0.2402035,0.13328366
0.15721886,0.076934285,0.1905183
0.034438074,0.052085422,0.09954634
0.053619318,0.13939653,0.10584169
0.095357195,0.35802358,0.2825277
-0.024716906,0.32294908,0.30768916
0.080102995,0.38018218,0.3942193
0.19608676,0.42215148,0.6377942
0.5855792,0.47701138,0.46677518
0.5939441,0.55523765,0.5602263
0.7122414,0.73311734,0.7769014
0.48347703,0.6034488,0.5897264
0.6840427,0.7319728,0.57190365
0.69537675,0.7745759,0.61076754
0.50567925,0.6609519,0.47687346
0.33032048,0.254257,0.39937833
0.07592401,-0.052627467,0.14405091
0.11602607,0.114025585,0.112451
0.06044156,-0.059995353,0.15736532
-0.024113365,-0.05229514,0.25431353
0.067690276,-0.028289596,0.36513618
0.06434073,-0.16640058,0.42767397
0.33798397,0.24443279,0.26753992
0.59225154,0.66178775,0.47999203
0.56063324,0.7119745,0.45239672
0.24296397,0.54650074,0.2719047
0.5317212,0.8992189,0.33160856
0.40356535,0.7978736,0.40460023
0.41110837,0.7688924,0.4406136
0.38795805,0.20887199,0.32983455
0.16704693,0.07082978,0.10293945
0.07415622,0.18617857,-0.017383361
0.10371026,0.3074274,0.07618621
0.156766,0.44644216,0.19078061
0.24695104,0.5982094,0.20334695
0.12572742,0.6669482,0.054617368
-0.18364051,-0.17668755,-0.018551344
0.10484005,0.078229465,0.1696284
-0.036520228,0.031158784,0.1391425
-0.13308716,-0.017377289,0.14701886
-0.16087395,-0.082464464,0.13086358
-0.008264169,0.03279493,0.26378286
0.05444941,-0.007502893,0.43281087
0.12675014,0.07800976,0.09998376
-0.041417226,0.027383914,0.114189915
0.016839508,-0.057476915,0.31616205
0.10494632,0.20380521,0.39998323
-0.055911377,0.35070357,0.24331267
-0.1731641,0.34816077,0.102730475
0.06459869,0.49029964,0.20334515
0.2530776,0.239492,0.20402834
0.48749268,0.5067311,0.29286823
0.56147665,0.8001542,0.4804287
0.26380458,0.5599599,0.29002804
0.49223056,0.7273246,0.36924437
0.4501979,0.7449222,0.3551837
0.44828707,0.94052255,0.35743168
0.6644547,0.5854404,0.7012604
0.64103127,0.6374663,0.7172765
0.232099,0.3779895,0.3085114
0.2242643,0.42193526,0.24495727
0.28792655,0.42046934,0.24329376
0.2687564,0.41954827,0.30091748
0.21267903,0.33360675,0.23256934
0.8792728,0.59869677,0.6679728
0.85402733,0.6842349,0.74893963
0.5652431,0.5222476,0.58424026
0.6450172,0.7611486,0.7273552
0.5356361,0.7510778,0.61738473
0.58831555,0.94408727,0.5803391
0.36000863,0.7786331,0.35238758
-0.10944251,-0.20298392,-0.043611273
0.30148792,0.18009639,0.34720042
0.046204247,0.072434396,0.23137043
0.10660445,0.20589498,0.26385537
-0.014344372,0.19766289,0.1545909
-0.022508934,0.13979636,0.17035154
0.12718129,0.2441266,0.26800466
0.8010278,0.63188577,0.66484946
0.6651186,0.53487474,0.45639545
0.72980905,0.74408233,0.5803952
0.58919823,0.7760191,0.5330072
0.57520604,0.7206733,0.5718933
0.5426785,0.7629757,0.5661727
0.5543972,0.88897526,0.67164475
0.3361636,0.23140657,0.3036854
0.21344993,0.18389337,0.29900333
0.50115883,0.61816293,0.48333627
0.37527743,0.48790896,0.2435312
0.23369747,0.42033777,0.30006397
0.25689587,0.470174,0.25946605
0.21579245,0.37354022,0.3709651
0.49772513,0.4922998,0.40699473
0.7266475,0.60899615,0.60455585
0.63426536,0.6202837,0.58314484
0.4012533,0.46778208,0.47995695
0.40035176,0.52172005,0.49203458
0.2891158,0.44726372,0.35346314
0.45342103,0.57402384,0.44847867
0.10213083,-0.004877081,0.13278048
-0.033729054,-0.18055148,0.057501175
0.10224011,0.07243177,0.20495567
0.004108455,0.023186361,0.22692555
0.09992225,0.2748751,0.21809034
0.05532608,0.40145135,0.18250774
0.10412001,0.51874673,0.12688918
0.14548272,0.097965874,0.094536476
0.0037672743,-0.027521862,-0.034438714
-0.1159846,-0.31523454,0.09571453
0.07727447,-0.38905865,0.17394307
-0.034532085,-0.36738563,0.09662862
-0.14915583,-0.3166815,0.17763747
-0.046886824,-0.06904145,0.15504235
0.4626028,0.38114122,0.37548926
0.09307116,0.16902734,0.15379588
0.22915187,0.31729403,0.18794072
0.271718,0.48421964,0.23093995
0.07742298,0.45786315,0.10913806
0.2569494,0.62850624,0.3361017
0.20959091,0.6271611,0.30216473
0.36755943,0.29286203,0.34618163
0.2809126,0.33955303,0.2688548
0.24684274,0.38684815,0.16631809
0.17384729,0.30533656,0.15697598
0.6670549,0.6568517,0.5131903
0.46046153,0.5106809,0.38747504
0.566347,0.6978091,0.4479896
0.3132338,0.18056358,0.22677591
0.3125654,0.21150358,0.2626101
0.13450438,0.2797013,0.23139459
0.13761164,0.45992577,0.21227238
0.045727834,0.56275994,0.16971958
0.10511898,0.53264356,0.15667404
0.20955092,0.45890626,0.17153384
0.5121768,0.37574273,0.3857641
0.4838684,0.37404388,0.24351124
0.39167312,0.3572399,0.2685022
0.6112225,0.6290952,0.43337888
0.31116748,0.5360439,0.26701328
